Average_of_Ratings,Average_Number_of_Reviews,Total_Number_of_Reviews,Total_Returned,Data_License
4.3,6,12,2,2663752
4.1,30,60,2,2663790
3.9,1352,1352,1,2663812
4.15,110.5,442,4,2663833
4.9,27,54,2,2663850
4.45,170.5,341,2,2663860
4.45,170.5,341,2,2663861
4.73,9.67,58,6,2663911
4.4,299,299,1,2663945
4.1,219,657,3,2663952
4.48,156,780,5,2663961
1.5,2,4,2,2664003
5,1,2,2,2664007
4.6,235,235,1,2664014
0,0,0,2,2664061
4.62,161.25,1290,8,2664062
5,4,12,3,2664063
4.9,22,44,2,2664071
5,3,6,2,2664074
2.63,2,18,9,2664090
4.35,219.5,878,4,2664102
5,6,12,2,2664105
4.7,139.67,419,3,2664116
4.1,215.67,647,3,2664140
4.3,75,150,2,2664156
4.1,152,304,2,2664615
4.8,150,300,2,2664621
3.85,20.5,41,2,2664632
4.4,284,568,2,2664659
4.1,66,132,2,2664661
3.7,10,30,3,2664696
4.1,386,772,2,2664725
4.9,28,56,2,2664776
4.9,28,56,2,2664777
3,35,35,1,2664786
3.25,19.5,117,6,2664787
3.25,19.5,39,2,2664795
3,35,70,2,2664796
4.7,18,36,2,2664804
3,35,35,1,2664859
4.7,19,38,2,2664869
4.4,26,52,2,2664873
4.6,183.5,367,2,2664925
3.95,70,420,6,2664943
4.6,17,102,6,2664968
3.6,96,96,1,2664974
3.15,22.5,45,2,2664983
3.7,99,198,2,2664997
5,2,4,2,2665023
5,2,4,2,2665024
4.5,789,789,1,2665026
4.2,163,163,1,2665045
4.05,11,22,2,2665052
4,251,251,1,2665063
4.7,222,444,2,2665069
4.6,21,42,2,2665080
3.65,454.5,1818,4,2665131
4.5,440,440,1,2665159
4,146,146,1,2665206
4.7,18,36,2,2665211
2.5,3.5,7,2,2665227
2.5,3.5,7,2,2665228
4.7,17,17,1,2665230
3.9,323,1938,6,2665238
3.9,323,2907,9,2665241
4.4,683,1366,2,2665283
0,0,0,3,2665291
4.7,236,236,1,2665308
3.3,585.25,4682,8,2665316
4.35,223.25,1786,8,2665321
4.2,23,23,1,2665328
4.65,9.5,19,2,2665344
4.8,135,135,1,2665352
5,10,20,2,2665373
0,0,0,2,2665378
4.7,556,1112,2,2665394
4.7,556,1112,2,2665395
4.7,556,1112,2,2665396
4.5,867.5,1735,2,2665402
3.9,33,33,1,2665410
1.53,7.33,22,3,2665419
4.7,41,82,2,2665426
3.7,6,6,1,2670223
4.75,56,336,6,2670235
4.4,302,302,1,2670284
4.4,302,302,1,2670285
5,36,72,2,2670294
2.68,61.4,307,5,2670313
4.17,95.33,286,3,2670323
5,3,6,2,2670353
4.4,211.33,1902,9,2670354
4.4,211.33,1902,9,2670355
4.5,6,6,1,2670419
4.3,192,384,2,2670438
3.9,11,22,2,2670444
4.6,23,46,2,2670453
5,10,20,2,2670469
4.2,120,120,1,2670480
0,0,0,2,2670491
4.35,363,726,2,2670495
4.3,141,282,2,2670530
4.43,799.62,6397,8,2670533
5,5,5,1,2670542
3.1,132,396,3,2670560
4.5,288,864,3,2670594
4.5,15,15,1,2670631
4.7,41,41,1,2670654
4,5.5,11,2,2670676
4.6,3332,3332,1,2670694
4.9,44,44,1,2670751
4,1247.5,4990,4,2670766
5,7,7,1,2670785
4.37,98.57,690,7,2670818
4.37,614.33,1843,3,2670819
4.37,614.33,3686,6,2670820
4.6,16,32,2,2670854
4.8,423,423,1,2670919
4.8,423,423,1,2670920
4.8,423,423,1,2670921
4.55,60.5,121,2,2670964
4.53,40,160,4,2670967
5,9,9,1,2670988
4.2,19,38,2,2671003
4.55,12862,25724,2,2671005
4.62,291.75,2334,8,2671023
4.75,56,112,2,2671036
1.53,7.33,44,6,2671110
1.53,7.33,44,6,2671111
1.53,7.33,44,6,2671113
1.53,7.33,44,6,2671117
1.53,7.33,44,6,2671118
4.3,662,1324,2,2671125
4.3,662,662,1,2671128
4.5,3537,3537,1,2671167
4.2,184,184,1,2671168
3.1,1122,3366,3,2671180
3.1,1122,3366,3,2671181
3.1,1122,3366,3,2671182
3.1,1122,3366,3,2671183
4.05,398.25,1593,4,2671214
3.92,122.25,489,4,2671259
4.5,197,394,2,2671261
4.15,4,8,2,2671284
0,0,0,1,2671297
5,4,4,1,2671361
4.4,501,501,1,2671384
4,1,2,2,2671438
4.5,368,1104,3,2671454
4.4,130,130,1,2671468
4.28,377,3016,8,2671480
4.62,161.25,1290,8,2671483
4.2,1296,3888,3,2671495
2.92,7.17,43,6,2671515
2.92,7.17,43,6,2671516
5,2,6,3,2671520
4.4,227,454,2,2671528
4.26,711.57,4981,7,2671546
3.3,585.25,4682,8,2671595
0,0,0,2,2671672
4.9,33,33,1,2671708
5,6,6,1,2671718
3.5,576,2304,4,2671722
5,2,4,2,2671724
1.67,0.33,1,3,2671726
5,7,7,1,2671764
4.05,190.62,1525,8,2671810
4.32,75.8,379,5,2671823
4.65,32,64,2,2671860
2.35,50,200,4,2671862
4.7,51,51,1,2676951
4.6,193,193,1,2676963
4,9,18,2,2676974
4.6,452,904,2,2676997
5,1,1,1,2677000
0,0,0,1,2677112
4.3,393.2,1966,5,2677128
4.4,16,32,2,2677133
4.28,171.5,1372,8,2677149
4.3,219,438,2,2677167
4.3,219,438,2,2677168
5,5,10,2,2677173
2.4,2.5,15,6,2677227
4.4,7,7,1,2677233
4.07,7,21,3,2677241
4.62,47.75,191,4,2677267
5,11,22,2,2677276
4.9,8,16,2,2677302
4.65,203.5,407,2,2677318
4.43,387,1161,3,2677336
4.2,30,60,2,2677340
4.4,9,18,2,2677344
4.8,6,12,2,2677378
4.8,6,6,1,2677379
3.8,22,88,4,2677408
1.7,6,12,2,2677421
4.2,288,576,2,2677435
4.4,12,24,2,2677462
4.4,12,24,2,2677463
4.17,146.67,440,3,2677508
2.87,212,1272,6,2677521
2.87,212,1272,6,2677522
3.7,34,34,1,2677548
3.7,34,34,1,2677551
1.47,65.33,196,3,2677553
5,7,14,2,2677608
4.4,161,322,2,2677617
4.37,614.33,1843,3,2677644
4.7,302,604,2,2677654
5,1,1,1,2677687
4.52,104.6,523,5,2677704
4.6,193,193,1,2677729
4.9,40,40,1,2677784
4.7,22,22,1,2677820
4.7,22,22,1,2677821
4.33,139,834,6,2677840
4.6,110,220,2,2677900
4.1,439,878,2,2677925
4.95,6,24,4,2677974
4.6,350,700,2,2678018
4.2,145,290,2,2678031
2,0.5,1,2,2678115
4.6,183.5,367,2,2678156
2.88,5.6,28,5,2678185
4.8,22,22,1,2678193
3.9,546.33,1639,3,2678204
4.9,16,32,2,2678281
4.3,3467,3467,1,2678283
3.3,585.25,2341,4,2683276
4,144,144,1,2683289
4.4,189,189,1,2683305
3.99,189.22,1703,9,2683347
4.4,568,568,1,2683358
4.4,568,568,1,2683359
5,1,3,3,2683404
4.5,595.5,1191,2,2683428
4.8,83,498,6,2683446
3.7,9,9,1,2683508
4.2,176,528,3,2683532
2.25,130.5,522,4,2683667
2.25,130.5,522,4,2683668
2.25,130.5,522,4,2683669
1.13,6,36,6,2683692
1.13,6,36,6,2683693
4.9,8,32,4,2683701
4.3,481,962,2,2683750
3,58,58,1,2683777
4.6,21,63,3,2683828
4.2,143.5,574,4,2683875
4.35,135.75,543,4,2683923
0,0,0,2,2684069
4.6,76,76,1,2684074
4.1,250,250,1,2684130
4.6,42,42,1,2684159
5,13,13,1,2684167
3.4,340,680,2,2684288
4.1,13,13,1,2684303
4.7,17,17,1,2684305
4.05,410.5,3284,8,2684331
4.5,67,67,1,2684389
0,0,0,1,2684391
4.1,599,599,1,2684483
4.6,477,477,1,2684488
5,1,1,1,2684506
4.6,21,21,1,2684533
2.1,12,24,2,2684536
4.45,481.25,3850,8,2684565
3.9,271,542,2,2684586
5,7,7,1,2684617
3.6,3.5,14,4,2684644
4.55,488,1952,4,2684666
4.17,91.33,274,3,2684671
4.25,101.5,406,4,2684735
3.9,69,138,2,2684853
2.9,42,42,1,2684873
4.2,130,130,1,2684875
4.35,135.75,1086,8,2688786
4.2,97,194,2,2688790
3.5,106,106,1,2688844
4.55,45.5,91,2,2688898
4.4,155,310,2,2688916
3.6,267.5,535,2,2688987
3.9,68,68,1,2689028
4.55,60.5,242,4,2689035
4.6,10,10,1,2689051
4.6,10,10,1,2689052
4,2,16,8,2689134
4.75,65.5,131,2,2689135
4.3,839.5,1679,2,2689216
4.8,7.5,15,2,2689277
3.55,13,26,2,2689301
5,2,2,1,2689414
4.5,228,456,2,2689420
4,277,277,1,2689433
4.1,137.5,275,2,2689434
4.1,6,12,2,2689437
0,0,0,1,2689476
4.5,241,482,2,2689521
4.4,8,16,2,2689644
4.43,905.67,2717,3,2689806
5,1,1,1,2689893
4.3,197,394,2,2689937
0,0,0,4,2689945
4.4,677,5416,8,2689957
4.2,11,11,1,2915819
4.4,208,208,1,2916086
4.2,15,45,3,2916402
4.2,12,12,1,3002645
3.6,10,20,2,3024713
4.3,15.5,62,4,3076641
4,154,154,1,3122637
3.6,26,52,2,3128634
4.2,27,27,1,3128636
5,8,8,1,3128641
4.4,39,39,1,3132634
3.9,42,42,1,3152672
4.7,17,17,1,3200708
2.5,8,16,2,3228661
4.7,7,7,1,3244704
4.7,7,7,1,3244705
3.9,7,7,1,3244708
3.3,52,104,2,3246776
3.6,13,13,1,3246907
2.9,18,18,1,3247017
3.1,18,18,1,3247065
4.4,191,191,1,3247128
3.3,15,15,1,3247260
4.1,9,9,1,3247569
3.5,15,15,1,3283635
3,6,12,2,3299647
4.7,34,34,1,3305849
4.8,8,8,1,3305978
4,1,1,1,3306528
4.6,12,12,1,3372643
3.7,5,10,2,3386651
4.7,12,12,1,3399044
3.8,9,9,1,3399102
4.4,20,20,1,3399401
4.1,7.5,15,2,3427912
5,5,5,1,3491743
3.9,31,31,1,3491849
4.5,14,14,1,3492166
4.2,16,16,1,3493600
4.8,17,34,2,3619031
4.2,165,165,1,3619531
4.7,7,7,1,3624677
4.5,16,16,1,3624741
2.25,5,10,2,3624785
3.7,3,3,1,3634641
3.3,7,7,1,3638635
4.1,29,58,2,3639288
3.3,4,4,1,3675788
5,3,3,1,3676367
4.3,16,16,1,3676560
3.7,17,17,1,3676607
3.87,26.5,159,6,3708710
3.1,7,7,1,3708731
3.1,21,21,1,3708781
3.2,19,19,1,3708791
4.3,7,14,2,3708792
3.9,12,12,1,3708811
3.5,15,30,2,3708845
4.2,14,14,1,3709480
3.9,23,23,1,3759848
3.6,14,42,3,3759896
3.3,13,13,1,3759928
3.7,6,6,1,3760050
3.2,14,14,1,3760459
4.4,9,9,1,3760532
5,2,4,2,3760620
3.45,26.33,158,6,3808690
4.5,8,24,3,3808691
1,1,1,1,3808890
4.6,8,16,2,3846027
